loan_id,payer_id,program_id,loan_amount,interest_rate,loan_term_years,loan_term_months,loan_type,institution_name,institution_city,institution_province,education_value,down_payment,ltv_ratio,origination_date,disbursement_date,maturity_date,current_balance,loan_status,lender,program_duration_years,monthly_payment,grace_period_months
263,263,29,167466.61,4.4,15,180,Professional Student Loan,Queen's University,Kingston,Ontario,197221.0984583635,29754.488458363514,84.91,2025-09-02,2025-11-05,2040-09-02,162805.94,Active,Bank of Nova Scotia,2,1272.57,0
264,264,26,262193.13,4.488,15,180,Student Loan,Memorial University,St. John's,Newfoundland,313634.81850601896,51441.68850601895,83.6,2023-02-02,2023-03-21,2038-02-02,227467.83,Active,RBC Student Banking,5,2004.15,6
265,265,20,162380.86,3.252,20,240,Professional Student Loan,University of Victoria,Victoria,British Columbia,186190.48743316942,23809.62743316943,87.21,2022-07-02,2023-05-03,2042-07-02,139387.59,Active,CIBC,3,921.18,0
266,266,4,146609.33,12.142,25,300,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,178820.97960049094,32211.649600490957,81.99,2024-01-02,2024-03-23,2049-01-02,144260.48,In Deferment,CIBC,2,1559.53,0
267,267,5,59930.65,5.068,15,180,Education Line of Credit,University of Calgary,Calgary,Alberta,97195.52384739812,37264.873847398114,61.66,2023-07-02,2023-09-10,2038-07-02,52053.87,Active,BMO Student Banking Program,2,476.05,0
268,268,28,221218.35,4.966,15,180,Graduate Student Loan,Dalhousie University,Halifax,Nova Scotia,268948.918255811,47730.56825581097,82.25,2024-04-02,2024-05-10,2039-04-02,200321.19,Active,RBC Student Banking,3,1745.47,0
269,269,40,86533.4,4.587,25,300,Student Loan,McMaster University,Hamilton,Ontario,106689.0268196284,20155.626819628407,81.11,2026-03-02,2026-05-31,2051-03-02,86533.4,In Grace Period,Scotiabank Student Line of Credit,2,485.26,6
270,270,16,76552.96,4.867,20,240,Professional Student Loan,McMaster University,Hamilton,Ontario,100239.27985278574,23686.31985278573,76.37,2021-08-02,2023-09-13,2041-08-02,66093.23,Active,Canada Student Loans Program,2,499.61,6
271,271,34,163245.27,4.596,20,240,Student Loan,University of Alberta,Edmonton,Alberta,240633.1359379227,77387.8659379227,67.84,2025-04-02,2025-05-16,2045-04-02,158146.52,Active,RBC Student Banking,4,1041.25,0
272,272,14,202823.65,6.395,20,240,Education Line of Credit,Simon Fraser University,Burnaby,British Columbia,305334.5450942471,102510.8950942471,66.43,2021-02-02,2022-09-11,2041-02-02,178900.83,Active,Canada Student Loans Program,4,1499.69,12
273,273,25,240197.05,3.397,25,300,Professional Student Loan,Simon Fraser University,Burnaby,British Columbia,278596.8008956508,38399.750895650825,86.22,2022-04-02,2024-09-02,2047-04-02,220924.21,Active,National Bank of Canada,3,1189.26,12
274,274,7,245312.35,12.962,20,240,Parent PLUS Loan,Carleton University,Ottawa,Ontario,322515.84177472733,77203.49177472733,76.06,2025-06-02,2025-08-27,2045-06-02,243027.48,Active,Canada Student Loans Program,5,2867.38,0
275,275,40,275948.78,4.926,20,240,Professional Student Loan,University of Toronto,Toronto,Ontario,363776.41954722756,87827.63954722753,75.86,2022-11-02,2023-05-02,2042-11-02,255141.32,In Forbearance,TD Student Line of Credit,4,1809.88,12
276,276,32,84458.57,4.75,20,240,Graduate Student Loan,McGill University,Montreal,Quebec,121660.58813129537,37202.018131295365,69.42,2022-05-02,2023-09-13,2042-05-02,75064.95,Active,Provincial Student Aid,2,545.79,6
277,277,19,212230.45,7.722,15,180,Parent PLUS Loan,University of Saskatchewan,Saskatoon,Saskatchewan,328417.6929868278,116187.2429868278,64.62,2020-09-02,2022-01-11,2035-09-02,170908.66,Active,Bank of Montreal,4,1994.27,12
278,278,36,161766.35,7.986,25,300,Private Education Loan,Memorial University,St. John's,Newfoundland,204380.04585677755,42613.695856777544,79.15,2021-01-02,2023-01-15,2046-01-02,151454.46,Active,TD Student Line of Credit,3,1247.04,12
279,279,26,180653.5,4.248,15,180,Student Loan,University of Waterloo,Waterloo,Ontario,205963.1237416003,25309.623741600313,87.71,2021-12-02,2024-01-03,2036-12-02,149802.42,Active,National Bank of Canada,3,1358.83,12
280,280,34,156460.28,11.402,25,300,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,203482.6020731038,47022.3220731038,76.89,2024-08-02,2024-10-03,2049-08-02,155694.89,Active,National Bank of Canada,4,1579.17,12
281,281,23,184431.74,4.626,20,240,Graduate Student Loan,University of Manitoba,Winnipeg,Manitoba,246334.9479989037,61903.2079989037,74.87,2023-10-02,2023-12-22,2043-10-02,172677.32,Active,CIBC,4,1179.39,6
282,282,19,202398.52,7.272,20,240,Private Education Loan,University of Waterloo,Waterloo,Ontario,308595.3683319751,106196.84833197514,65.59,2025-08-02,2025-09-20,2045-08-02,202398.52,In Grace Period,BMO Student Banking Program,5,1602.41,12
283,283,6,194789.36,11.852,15,180,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,253785.35130856698,58995.991308567,76.75,2020-07-02,2023-05-01,2035-07-02,164029.01,Active,Provincial Student Aid,3,2319.28,12
284,284,22,148120.22,3.28,20,240,Professional Student Loan,University of British Columbia,Vancouver,British Columbia,241676.128214929,93555.90821492899,61.29,2023-06-02,2023-08-21,2043-06-02,138213.31,Active,Bank of Montreal,3,842.39,12
285,285,12,159924.72,4.729,25,300,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,204997.28280000517,45072.562800005166,78.01,2024-12-02,2025-02-26,2049-12-02,155316.58,Active,BMO Student Banking Program,3,909.83,0
286,286,17,151374.25,8.506,15,180,Private Education Loan,Queen's University,Kingston,Ontario,172305.10229068215,20930.852290682145,87.85,2023-07-02,2023-09-11,2038-07-02,141941.05,Active,Canada Student Loans Program,3,1491.17,12
287,287,29,209520.72,5.67,25,300,Private Education Loan,Carleton University,Ottawa,Ontario,255528.74827806387,46008.028278063866,81.99,2020-05-02,2024-01-01,2045-05-02,187520.12,In Deferment,Bank of Montreal,4,1308.0,12
288,288,8,356445.56,2.882,15,180,Student Loan,Memorial University,St. John's,Newfoundland,497419.64677689364,140974.08677689364,71.66,2020-01-02,2023-01-06,2035-01-02,246914.97,Active,TD Canada Trust,5,2441.37,12
289,289,29,201142.19,4.479,20,240,Student Loan,Memorial University,St. John's,Newfoundland,301013.15063619474,99870.96063619474,66.82,2019-05-02,2023-09-03,2039-05-02,158322.55,Active,National Bank of Canada,4,1270.25,12
290,290,32,197129.41,6.035,25,300,Education Line of Credit,York University,Toronto,Ontario,240838.74002023085,43709.330020230846,81.85,2022-11-02,2023-01-09,2047-11-02,186331.38,Active,Bank of Nova Scotia,4,1274.33,6
291,291,40,172267.43,7.55,20,240,Parent PLUS Loan,University of Waterloo,Waterloo,Ontario,193953.47963548507,21686.049635485077,88.82,2022-05-02,2024-05-09,2042-05-02,157856.51,Active,Canada Student Loans Program,4,1393.05,6
292,292,33,168887.2,8.280999999999999,25,300,Education Line of Credit,York University,Toronto,Ontario,237268.41999913973,68381.21999913972,71.18,2025-04-02,2025-05-30,2050-04-02,167851.7,Active,National Bank of Canada,3,1335.09,6
293,293,18,320089.0,8.477,20,240,Private Education Loan,McGill University,Montreal,Quebec,392528.6326936893,72439.63269368932,81.55,2020-09-02,2024-09-05,2040-09-02,276413.67,Active,Bank of Montreal,5,2773.15,0
294,294,41,243452.3,12.422,15,180,Private Education Loan,University of Alberta,Edmonton,Alberta,383304.43195202766,139852.13195202767,63.51,2022-11-02,2023-01-21,2037-11-02,227713.14,In Deferment,CIBC,4,2988.26,12
295,295,4,116319.65,7.144,15,180,Education Line of Credit,Memorial University,St. John's,Newfoundland,150626.03245336565,34306.38245336566,77.22,2022-05-02,2022-09-15,2037-05-02,102263.29,Active,CIBC,3,1054.9,12
296,296,34,86297.55,10.868,20,240,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,129538.40285330857,43240.85285330856,66.62,2026-02-02,2026-04-26,2046-02-02,86297.55,In Grace Period,Bank of Montreal,2,883.01,12
297,297,34,210292.81,3.679,20,240,Student Loan,University of British Columbia,Vancouver,British Columbia,310476.6889723579,100183.8789723579,67.73,2019-06-02,2023-09-05,2039-06-02,163231.39,Active,Scotiabank Student Line of Credit,4,1239.05,12
298,298,35,297158.25,4.548,25,300,Education Line of Credit,University of Calgary,Calgary,Alberta,390591.6111185807,93433.36111858068,76.08,2019-09-02,2023-09-03,2044-09-02,255859.22,Active,Bank of Nova Scotia,5,1659.81,12
299,299,11,117477.23,9.461,15,180,Private Education Loan,McGill University,Montreal,Quebec,155016.98257379048,37539.75257379048,75.78,2023-03-02,2023-05-27,2038-03-02,107067.29,Active,Canada Student Loans Program,3,1223.96,6
300,300,17,69351.95,3.568,20,240,Graduate Student Loan,Ryerson University,Toronto,Ontario,103135.70729323127,33783.757293231276,67.24,2021-08-02,2023-01-07,2041-08-02,58671.84,Active,TD Student Line of Credit,2,404.64,6
301,301,1,106282.88,4.487,15,180,Professional Student Loan,Queen's University,Kingston,Ontario,126483.97121435248,20201.091214352477,84.03,2022-01-02,2023-09-01,2037-01-02,83016.22,Active,Royal Bank of Canada,3,812.35,0
302,302,8,89201.18,6.051,20,240,Private Education Loan,Memorial University,St. John's,Newfoundland,140898.10204411868,51696.92204411869,63.31,2022-06-02,2024-05-10,2042-06-02,80720.08,Active,Provincial Student Aid,2,641.69,6
303,303,15,118245.7,4.996,25,300,Professional Student Loan,Simon Fraser University,Burnaby,British Columbia,157327.50474906442,39081.804749064424,75.16,2025-08-02,2025-09-12,2050-08-02,116632.9,Active,RBC Student Banking,2,690.98,0
304,304,1,151467.75,7.22,20,240,Parent PLUS Loan,University of Saskatchewan,Saskatoon,Saskatchewan,242639.61492658465,91171.86492658465,62.42,2025-06-02,2025-08-26,2045-06-02,150325.16,Active,BMO Student Banking Program,3,1194.41,6
305,305,10,124467.17,9.091,20,240,Parent PLUS Loan,Carleton University,Ottawa,Ontario,173150.8638689844,48683.693868984396,71.88,2025-06-02,2025-08-12,2045-06-02,122560.93,Active,CIBC,2,1127.16,0
306,306,12,165836.72,3.036,20,240,Graduate Student Loan,Simon Fraser University,Burnaby,British Columbia,270519.2348853495,104682.51488534952,61.3,2023-04-02,2023-05-19,2043-04-02,146897.83,Active,Royal Bank of Canada,5,922.72,0
307,307,12,80168.8,4.455,20,240,Student Loan,NAIT,Edmonton,Alberta,132118.0601392828,51949.26013928281,60.68,2021-07-02,2022-01-13,2041-07-02,67016.47,Active,BMO Student Banking Program,2,505.24,0
308,308,41,151345.11,11.233,25,300,Private Education Loan,Concordia University,Montreal,Quebec,240768.65903718848,89423.5490371885,62.86,2022-10-02,2023-09-08,2047-10-02,147419.76,Active,TD Student Line of Credit,3,1508.92,6
309,309,24,152921.51,5.194,15,180,Student Loan,McMaster University,Hamilton,Ontario,199396.39182384015,46474.88182384014,76.69,2020-11-02,2024-05-15,2035-11-02,110771.37,Active,BMO Student Banking Program,4,1224.8,0
310,310,34,226037.25,9.355,20,240,Private Education Loan,York University,Toronto,Ontario,373712.9623045799,147675.7123045799,60.48,2022-09-02,2024-09-08,2042-09-02,212226.47,Active,Royal Bank of Canada,5,2085.61,6
311,311,10,284901.67,4.484,20,240,Graduate Student Loan,Ryerson University,Toronto,Ontario,385566.0438376205,100664.37383762054,73.89,2019-04-02,2022-05-05,2039-04-02,211487.05,Active,Bank of Nova Scotia,5,1799.97,0
312,312,12,126778.64,2.835,25,300,Student Loan,University of Victoria,Victoria,British Columbia,173035.9958871803,46257.355887180296,73.27,2026-01-02,2026-02-03,2051-01-02,125904.0,Active,CIBC,2,590.38,0
313,313,3,109812.26,5.823,15,180,Private Education Loan,Concordia University,Montreal,Quebec,129449.24698746318,19636.986987463184,84.83,2023-01-02,2023-03-19,2038-01-02,93397.99,Active,Royal Bank of Canada,2,916.19,0
314,314,8,141988.48,4.307,20,240,Graduate Student Loan,University of Waterloo,Waterloo,Ontario,217264.73913656612,75276.2591365661,65.35,2021-02-02,2023-09-08,2041-02-02,118840.57,Active,Bank of Nova Scotia,4,883.56,6
315,315,20,176497.42,9.966,20,240,Parent PLUS Loan,Carleton University,Ottawa,Ontario,220333.73468239413,43836.31468239412,80.1,2021-05-02,2024-09-05,2041-05-02,161032.92,Active,Bank of Nova Scotia,4,1699.26,6
316,316,34,168587.08,5.731,15,180,Private Education Loan,University of Ottawa,Ottawa,Ontario,239355.36373733095,70768.28373733096,70.43,2020-07-02,2023-09-06,2035-07-02,124310.7,Active,Bank of Montreal,4,1398.25,6
317,317,39,62352.16,3.124,25,300,Student Loan,University of British Columbia,Vancouver,British Columbia,100176.37016695846,37824.21016695845,62.24,2024-09-02,2024-11-13,2049-09-02,61382.85,Active,TD Canada Trust,2,299.72,12
318,318,23,164620.52,8.604,15,180,Private Education Loan,University of Waterloo,Waterloo,Ontario,221771.52198848507,57151.00198848508,74.23,2024-11-02,2025-01-04,2039-11-02,162333.94,Active,Canada Student Loans Program,4,1631.13,12
319,319,16,78248.46,5.206,25,300,Student Loan,University of Calgary,Calgary,Alberta,99364.89840761153,21116.438407611524,78.75,2024-11-02,2024-12-21,2049-11-02,76005.75,Active,TD Student Line of Credit,2,466.87,0
320,320,28,169514.17,4.09,25,300,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,237185.29792813698,67671.12792813696,71.47,2024-05-02,2024-06-13,2049-05-02,161741.54,Active,BMO Student Banking Program,4,903.2,0
321,321,35,161329.34,11.135,20,240,Private Education Loan,McMaster University,Hamilton,Ontario,257323.35511548832,95994.01511548832,62.7,2024-03-02,2024-05-11,2044-03-02,156204.83,Active,TD Student Line of Credit,4,1680.07,0
322,322,24,96870.58,5.415,20,240,Education Line of Credit,University of Victoria,Victoria,British Columbia,129689.09390981712,32818.51390981712,74.69,2024-11-02,2025-01-23,2044-11-02,95737.45,Active,Scotiabank Student Line of Credit,3,661.72,12
323,323,25,379863.28,4.861,25,300,Professional Student Loan,McGill University,Montreal,Quebec,434878.72000278987,55015.44000278984,87.35,2022-07-02,2024-09-07,2047-07-02,352409.39,Active,Royal Bank of Canada,5,2189.99,6
324,324,40,73746.05,2.869,15,180,Student Loan,York University,Toronto,Ontario,87365.23654857866,13619.186548578655,84.41,2025-07-02,2025-09-13,2040-07-02,72758.71,Active,Bank of Montreal,2,504.64,6
325,325,10,240608.02,3.595,25,300,Professional Student Loan,University of Waterloo,Waterloo,Ontario,272221.409524679,31613.38952467902,88.39,2024-05-02,2024-09-15,2049-05-02,231970.65,Active,Canada Student Loans Program,3,1216.83,6
326,326,41,152974.88,6.813,20,240,Education Line of Credit,Concordia University,Montreal,Quebec,189067.0759099155,36092.19590991549,80.91,2021-07-02,2023-01-10,2041-07-02,137623.05,Active,TD Student Line of Credit,3,1168.9,12
327,327,21,146387.03,10.391,20,240,Private Education Loan,Concordia University,Montreal,Quebec,235690.0747852777,89303.04478527771,62.11,2021-08-02,2023-09-01,2041-08-02,133255.66,Active,TD Canada Trust,4,1450.8,0
328,328,16,271847.3,2.629,20,240,Student Loan,York University,Toronto,Ontario,405511.6133829211,133664.3133829211,67.04,2021-03-02,2023-05-12,2041-03-02,227305.09,Active,Bank of Nova Scotia,5,1457.67,12
329,329,33,124474.5,3.959,20,240,Professional Student Loan,University of British Columbia,Vancouver,British Columbia,187172.19264072413,62697.692640724126,66.5,2022-11-02,2023-01-10,2042-11-02,114116.64,Active,TD Canada Trust,3,751.6,12
330,330,39,152270.56,6.1,15,180,Education Line of Credit,University of Ottawa,Ottawa,Ontario,176856.40625587065,24585.846255870652,86.1,2024-02-02,2024-05-12,2039-02-02,141370.63,Active,National Bank of Canada,2,1293.19,6
331,331,28,187764.02,5.772,20,240,Education Line of Credit,Ryerson University,Toronto,Ontario,259261.19729205174,71497.17729205175,72.42,2018-12-02,2023-01-11,2038-12-02,141524.99,Active,National Bank of Canada,5,1320.62,0
332,332,7,98748.18,5.76,20,240,Education Line of Credit,University of Alberta,Edmonton,Alberta,138282.82414282035,39534.644142820354,71.41,2021-07-02,2022-05-07,2041-07-02,86077.51,Active,TD Canada Trust,3,693.86,6
333,333,17,172624.23,4.628,15,180,Graduate Student Loan,Memorial University,St. John's,Newfoundland,219086.50069938216,46462.27069938215,78.79,2021-03-02,2024-01-06,2036-03-02,131898.54,Active,RBC Student Banking,3,1331.88,6
334,334,21,243437.2,5.263,20,240,Professional Student Loan,University of Victoria,Victoria,British Columbia,299497.62522795337,56060.425227953354,81.28,2023-03-02,2023-09-11,2043-03-02,224405.46,Active,BMO Student Banking Program,4,1642.16,6
335,335,1,271662.06,2.772,20,240,Graduate Student Loan,University of Victoria,Victoria,British Columbia,322530.32140409114,50868.26140409114,84.23,2025-02-02,2025-04-28,2045-02-02,264820.74,Active,Scotiabank Student Line of Credit,4,1475.81,6
336,336,32,197321.86,4.754,20,240,Professional Student Loan,University of Waterloo,Waterloo,Ontario,277485.66500586,80163.80500585999,71.11,2023-10-02,2023-12-11,2043-10-02,188126.84,Active,RBC Student Banking,5,1275.57,12
337,337,36,230384.43,6.515,25,300,Parent PLUS Loan,University of Ottawa,Ottawa,Ontario,313156.5415890727,82772.11158907268,73.57,2023-08-02,2023-10-17,2048-08-02,221838.22,Active,Royal Bank of Canada,5,1557.73,6
338,338,42,250056.38,7.411,20,240,Education Line of Credit,NAIT,Edmonton,Alberta,389130.5623603859,139074.1823603859,64.26,2022-03-02,2023-01-11,2042-03-02,231143.72,Active,RBC Student Banking,5,2000.85,12
339,339,5,107444.76,4.843999999999999,15,180,Graduate Student Loan,University of Alberta,Edmonton,Alberta,140198.41505662896,32753.655056628966,76.64,2021-09-02,2023-01-03,2036-09-02,85428.53,Active,National Bank of Canada,2,840.96,6
340,340,4,157549.91,12.497,15,180,Parent PLUS Loan,Memorial University,St. John's,Newfoundland,252968.351324042,95418.44132404201,62.28,2019-11-02,2023-01-07,2034-11-02,121631.16,Active,Bank of Nova Scotia,5,1941.53,0
341,341,31,277515.21,4.182,25,300,Education Line of Credit,Ryerson University,Toronto,Ontario,329104.7032594182,51589.493259418174,84.32,2024-08-02,2024-09-02,2049-08-02,273257.8,Active,TD Student Line of Credit,4,1492.86,12
342,342,12,173175.51,10.991,25,300,Private Education Loan,Ryerson University,Toronto,Ontario,212854.92860256368,39679.41860256367,81.36,2025-01-02,2025-03-03,2050-01-02,171414.67,Active,National Bank of Canada,3,1696.19,0
343,343,11,151082.73,3.772,15,180,Professional Student Loan,University of Ottawa,Ottawa,Ontario,179232.29719696025,28149.56719696024,84.29,2021-07-02,2023-09-06,2036-07-02,120900.29,Active,TD Student Line of Credit,2,1100.36,12
344,344,1,235948.76,7.452,15,180,Education Line of Credit,Carleton University,Ottawa,Ontario,283093.59831426304,47144.838314263034,83.35,2026-03-02,2026-05-08,2041-03-02,235948.76,In Grace Period,Scotiabank Student Line of Credit,3,2180.84,12
345,345,20,116783.42,9.163,25,300,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,178494.26593349088,61710.845933490884,65.43,2023-06-02,2023-07-21,2048-06-02,114364.99,In Deferment,Bank of Montreal,2,993.11,12
346,346,14,213922.77,9.354,20,240,Parent PLUS Loan,University of Toronto,Toronto,Ontario,259025.5627312724,45102.792731272406,82.59,2024-04-02,2024-05-10,2044-04-02,205876.96,Active,Scotiabank Student Line of Credit,4,1973.69,0
347,347,11,89666.72,7.182,25,300,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,133131.5281745738,43464.80817457379,67.35,2023-02-02,2023-09-07,2048-02-02,86651.17,Active,BMO Student Banking Program,2,644.19,12
348,348,14,140926.87,6.311,15,180,Education Line of Credit,Carleton University,Ottawa,Ontario,183277.6757160064,42350.805716006405,76.89,2026-01-02,2026-03-17,2041-01-02,139503.8,Active,Royal Bank of Canada,2,1213.03,0
349,349,27,232744.17,9.328,20,240,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,341584.7970578365,108840.62705783648,68.14,2021-11-02,2023-05-15,2041-11-02,210928.41,Active,BMO Student Banking Program,5,2143.41,0
350,350,33,213627.84,3.881,15,180,Professional Student Loan,York University,Toronto,Ontario,306192.13616427867,92564.29616427867,69.77,2022-10-02,2022-12-24,2037-10-02,180218.34,Active,National Bank of Canada,4,1567.47,6
351,351,8,70354.52,12.087,25,300,Private Education Loan,University of Toronto,Toronto,Ontario,106021.8924455333,35667.3724455333,66.36,2021-10-02,2023-09-04,2046-10-02,68438.63,In Forbearance,Canada Student Loans Program,2,745.52,12
352,352,9,110426.99,4.236000000000001,20,240,Graduate Student Loan,University of Calgary,Calgary,Alberta,183006.76117917668,72579.77117917668,60.34,2021-04-02,2022-01-15,2041-04-02,90873.45,Active,Canada Student Loans Program,3,682.98,0
353,353,41,190310.62,4.509,20,240,Education Line of Credit,University of Calgary,Calgary,Alberta,280260.07885288994,89949.45885288995,67.91,2024-12-02,2025-01-19,2044-12-02,185328.64,Active,CIBC,4,1204.92,6
354,354,10,125325.85,3.158,25,300,Graduate Student Loan,York University,Toronto,Ontario,194124.58929198072,68798.73929198072,64.56,2020-08-02,2024-09-06,2045-08-02,104889.19,Active,Royal Bank of Canada,3,604.66,0
355,355,30,74963.52,4.152,20,240,Professional Student Loan,McGill University,Montreal,Quebec,95203.85993161041,20240.339931610404,78.74,2023-11-02,2024-01-21,2043-11-02,70162.22,Active,Canada Student Loans Program,2,460.29,6
356,356,2,198115.8,10.338,20,240,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,225502.53425024802,27386.73425024803,87.86,2019-05-02,2024-05-04,2039-05-02,167524.19,In Deferment,Bank of Montreal,4,1956.44,0
357,357,19,133088.24,2.716,15,180,Graduate Student Loan,University of Victoria,Victoria,British Columbia,196261.45375245478,63173.21375245479,67.81,2021-03-02,2023-01-14,2036-03-02,98000.78,Active,Scotiabank Student Line of Credit,3,901.01,6
358,358,26,87254.17,3.617,25,300,Student Loan,NAIT,Edmonton,Alberta,120645.146075531,33390.976075531,72.32,2024-01-02,2024-03-25,2049-01-02,83372.95,Active,TD Canada Trust,2,442.31,6
359,359,2,86402.06,4.162,20,240,Education Line of Credit,McMaster University,Hamilton,Ontario,137823.753229232,51421.69322923201,62.69,2022-01-02,2022-01-07,2042-01-02,75157.75,Active,Bank of Montreal,2,530.98,6
360,360,2,112965.65,3.79,20,240,Graduate Student Loan,Concordia University,Montreal,Quebec,174846.0231430209,61880.3731430209,64.61,2022-09-02,2022-09-13,2042-09-02,102712.83,Active,Canada Student Loans Program,2,672.11,12
361,361,28,164840.38,10.819,20,240,Parent PLUS Loan,Memorial University,St. John's,Newfoundland,218615.80858461617,53775.428584616166,75.4,2023-12-02,2024-01-30,2043-12-02,158659.83,Active,TD Student Line of Credit,3,1681.21,0
362,362,14,91431.34,9.101,15,180,Parent PLUS Loan,Ryerson University,Toronto,Ontario,148321.28642785965,56889.94642785966,61.64,2022-04-02,2022-05-08,2037-04-02,79641.38,Active,Bank of Montreal,3,932.86,6
363,363,14,107665.31,3.77,20,240,Student Loan,University of Alberta,Edmonton,Alberta,159501.87091132178,51836.56091132178,67.5,2025-07-02,2025-08-24,2045-07-02,104920.12,Active,BMO Student Banking Program,2,639.46,0
364,364,31,96995.71,8.443,20,240,Private Education Loan,Simon Fraser University,Burnaby,British Columbia,123380.34164591244,26384.631645912435,78.62,2025-09-02,2025-11-10,2045-09-02,95881.75,Active,Scotiabank Student Line of Credit,2,838.26,0
365,365,22,177513.18,2.762,20,240,Student Loan,University of British Columbia,Vancouver,British Columbia,238261.41056859877,60748.23056859878,74.5,2020-01-02,2024-01-05,2040-01-02,131485.73,Active,RBC Student Banking,5,963.47,0
366,366,6,82849.39,6.93,25,300,Education Line of Credit,McMaster University,Hamilton,Ontario,136653.62907223994,53804.23907223994,60.63,2025-09-02,2025-11-13,2050-09-02,82849.39,In Grace Period,National Bank of Canada,2,581.87,12
367,367,1,72976.04,2.877,15,180,Graduate Student Loan,University of Waterloo,Waterloo,Ontario,103223.92680718965,30247.886807189658,70.7,2025-07-02,2025-08-18,2040-07-02,72976.04,In Grace Period,Bank of Nova Scotia,2,499.65,12
368,368,6,95713.84,5.438,15,180,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,140944.05264936827,45230.21264936827,67.91,2024-04-02,2024-09-05,2039-04-02,89255.51,Active,RBC Student Banking,2,778.92,6
369,369,42,207576.8,9.138,15,180,Parent PLUS Loan,McGill University,Montreal,Quebec,254889.45328805578,47312.65328805579,81.44,2020-07-02,2023-09-13,2035-07-02,163111.28,Active,TD Student Line of Credit,3,2122.46,6
370,370,23,144232.75,11.662,20,240,Parent PLUS Loan,University of Waterloo,Waterloo,Ontario,198808.75041083497,54576.00041083497,72.55,2019-12-02,2024-05-10,2039-12-02,128736.27,Active,TD Canada Trust,4,1554.27,6
371,371,18,177503.79,5.305,25,300,Professional Student Loan,McGill University,Montreal,Quebec,221831.16135998306,44327.37135998305,80.02,2026-04-02,2026-05-17,2051-04-02,177503.79,Active,Scotiabank Student Line of Credit,4,1069.45,0
372,372,34,217715.98,8.594000000000001,25,300,Parent PLUS Loan,York University,Toronto,Ontario,252122.83875107247,34406.85875107246,86.35,2023-10-02,2023-11-16,2048-10-02,213740.64,Active,BMO Student Banking Program,3,1766.92,12
373,373,30,124418.1,6.648,25,300,Private Education Loan,Simon Fraser University,Burnaby,British Columbia,160476.24152030767,36058.14152030766,77.53,2024-06-02,2024-07-16,2049-06-02,122753.56,Active,Canada Student Loans Program,2,851.62,12
374,374,8,360410.81,6.513,25,300,Education Line of Credit,Dalhousie University,Halifax,Nova Scotia,467182.73096236394,106771.92096236395,77.15,2020-09-02,2024-01-12,2045-09-02,329723.1,Active,TD Student Line of Credit,5,2436.45,12
375,375,8,291716.02,3.086,25,300,Professional Student Loan,Simon Fraser University,Burnaby,British Columbia,330896.5737035132,39180.55370351317,88.16,2025-02-02,2025-05-01,2050-02-02,282515.89,Active,National Bank of Canada,4,1396.43,0
376,376,15,200756.17,12.813,20,240,Private Education Loan,Simon Fraser University,Burnaby,British Columbia,272131.7970987864,71375.62709878638,73.77,2019-08-02,2023-01-11,2039-08-02,180025.84,Active,Royal Bank of Canada,4,2325.32,6
377,377,25,65471.65,7.462,25,300,Education Line of Credit,Concordia University,Montreal,Quebec,97620.97635765476,32149.326357654754,67.07,2026-02-02,2026-04-06,2051-02-02,65396.56,Active,Canada Student Loans Program,2,482.21,0
378,378,39,96398.48,6.422,25,300,Private Education Loan,Carleton University,Ottawa,Ontario,137645.54343818288,41247.063438182886,70.03,2024-04-02,2024-09-08,2049-04-02,93070.89,Active,BMO Student Banking Program,2,646.2,0
379,379,5,140600.11,4.072,20,240,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,232154.47479729832,91554.36479729833,60.56,2023-12-02,2024-01-02,2043-12-02,134358.8,Active,TD Canada Trust,3,857.35,12
380,380,34,84309.15,6.109,20,240,Parent PLUS Loan,University of Calgary,Calgary,Alberta,96607.14988530986,12297.999885309866,87.27,2024-07-02,2024-09-10,2044-07-02,81508.81,Active,Bank of Montreal,2,609.33,6
381,381,1,147038.42,9.835,20,240,Private Education Loan,McMaster University,Hamilton,Ontario,192902.19813656787,45863.77813656785,76.22,2026-03-02,2026-05-24,2046-03-02,147038.42,In Grace Period,BMO Student Banking Program,3,1402.92,12
382,382,17,372073.89,7.355,25,300,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,465762.12802205276,93688.23802205274,79.88,2018-05-02,2023-05-04,2043-05-02,320148.96,Active,Provincial Student Aid,5,2714.6,6
383,383,15,269246.55,4.598,20,240,Education Line of Credit,University of British Columbia,Vancouver,British Columbia,306061.5269756986,36814.976975698606,87.97,2025-09-02,2025-12-01,2045-09-02,268560.55,Active,Bank of Montreal,5,1717.66,6
