payer_id,age,annual_income_cad,employment_status,marital_status,city,province,loan_amount,interest_rate,loan_term_years,loan_term_months,current_balance,loan_status,monthly_payment,origination_date,maturity_date,delinquency_risk,lender,institution_name,institution_city,institution_province,program_name,program_type,field_of_study,program_difficulty,program_duration_years,typical_tuition_cad,employment_rate_percent,avg_starting_salary_cad,university_name,institution_type,requires_licensing,job_market_outlook,income_category,age_group,program_difficulty_label,remaining_balance_pct,payment_to_income_ratio_pct,recommended_approach,career_outlook_flag
156,40,22227,Part-time,Widowed,Quebec City,Quebec,249669.58,3.775,15,180,162417.54,Active,1818.75,2019-08-01,2034-08-01,1.0,Royal Bank of Canada,York University,Toronto,Ontario,Chemical Engineering,Bachelor's,Engineering,3,4.0,51080.39,90.1,74425.91,Southern College,College,1,Challenging,Low Income,Mid-Career (35-49),High Difficulty,65.05,98.19,Proactive Monitoring,Strong Job Market
119,23,18770,Part-time,Common-law,Surrey,British Columbia,247159.06,3.921,25,300,231322.71,Active,1293.84,2023-09-01,2048-09-01,1.0,Royal Bank of Canada,Ryerson University,Toronto,Ontario,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,93.59,82.72,Proactive Monitoring,Strong Job Market
784,19,15116,Part-time,Common-law,Ottawa,Ontario,247077.47,5.629,15,180,211741.27,Active,2035.78,2022-03-01,2037-03-01,1.0,TD Student Line of Credit,McMaster University,Hamilton,Ontario,Aerospace Engineering,Bachelor's,Engineering,3,4.0,48284.7,83.2,70720.35,University of Toronto,University,1,Good,Low Income,Young Adult (18-24),High Difficulty,85.7,161.61,Proactive Monitoring,Moderate Job Market
765,20,0,Unemployed,Widowed,London,Ontario,245780.32,11.328,20,240,203607.63,Active,2592.01,2018-05-01,2038-05-01,1.0,CIBC,Concordia University,Montreal,Quebec,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,82.84,,Proactive Monitoring,Strong Job Market
975,44,21205,Part-time,Common-law,Vancouver,British Columbia,245569.01,4.628,15,180,203564.17,Active,1894.69,2021-11-01,2036-11-01,1.0,TD Canada Trust,University of Waterloo,Waterloo,Ontario,Doctor of Pharmacy,Professional,Healthcare,3,4.0,63047.69,96.7,96418.01,Northern Professional School,Professional School,1,Fair,Low Income,Mid-Career (35-49),High Difficulty,82.89,107.22,Proactive Monitoring,Strong Job Market
291,32,0,Unemployed,Widowed,Winnipeg,Manitoba,245522.37,4.8469999999999995,15,180,214863.68,Active,1922.06,2023-09-01,2038-09-01,1.0,TD Student Line of Credit,Concordia University,Montreal,Quebec,Medical Assistant,Certificate,Healthcare,1,1.0,13748.25,84.2,37119.97,Central Community College,Community College,1,Excellent,Low Income,Young Professional (25-34),Low Difficulty,87.51,,Proactive Monitoring,Moderate Job Market
567,28,18381,Part-time,Divorced,Lethbridge,Alberta,244348.31,6.853,20,240,204808.12,Active,1872.93,2019-09-01,2039-09-01,1.0,CIBC,NAIT,Edmonton,Alberta,Mathematics,Bachelor's,Science,3,4.0,43771.19,71.3,55946.22,University of British Columbia (UBC),University,0,Good,Low Income,Young Professional (25-34),High Difficulty,83.82,122.27,Proactive Monitoring,Moderate Job Market
959,33,17768,Part-time,Widowed,Brandon,Manitoba,244033.25,4.15,20,240,218258.26,Active,1498.15,2022-09-01,2042-09-01,1.0,TD Canada Trust,NAIT,Edmonton,Alberta,Master of Business Administration,Master's,Business,2,2.0,60584.46,93.5,91921.43,Eastern Professional School,Professional School,0,Challenging,Low Income,Young Professional (25-34),Medium Difficulty,89.44,101.18,Proactive Monitoring,Strong Job Market
852,23,43212,Full-time,Divorced,Edmonton,Alberta,242974.14,6.127,15,180,182872.77,Active,2067.06,2020-03-01,2035-03-01,1.0,BMO Student Banking Program,Dalhousie University,Halifax,Nova Scotia,Mechanical Engineering,Bachelor's,Engineering,3,4.0,43531.84,90.7,73564.01,Southern College,College,1,Good,Medium Income,Young Adult (18-24),High Difficulty,75.26,57.4,Proactive Monitoring,Strong Job Market
682,35,72400,Full-time,Widowed,Hamilton,Ontario,241402.79,4.052,25,300,215514.29,Active,1281.15,2021-07-01,2046-07-01,1.0,Canada Student Loans Program,University of Ottawa,Ottawa,Ontario,Chemical Engineering,Bachelor's,Engineering,3,4.0,51080.39,90.1,74425.91,Southern College,College,1,Challenging,High Income,Mid-Career (35-49),High Difficulty,89.28,21.23,Proactive Monitoring,Strong Job Market
935,32,45002,Full-time,Divorced,Winnipeg,Manitoba,238717.47,3.95,15,180,189295.66,Active,1759.79,2021-11-01,2036-11-01,1.0,Royal Bank of Canada,University of Ottawa,Ottawa,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Medium Income,Young Professional (25-34),Medium Difficulty,79.3,46.93,Proactive Monitoring,Strong Job Market
923,26,18506,Part-time,Common-law,Red Deer,Alberta,238652.78,12.322,15,180,224321.97,Active,2913.86,2023-01-01,2038-01-01,1.0,Bank of Nova Scotia,University of Victoria,Victoria,British Columbia,Nursing,Bachelor's,Healthcare,2,4.0,39406.16,91.0,68856.86,University of Alberta,University,1,Excellent,Low Income,Young Professional (25-34),Medium Difficulty,94.0,188.95,Proactive Monitoring,Strong Job Market
922,33,63410,Full-time,Single,Brampton,Ontario,238451.95,2.524,25,300,213402.96,Active,1072.62,2022-10-01,2047-10-01,1.0,TD Canada Trust,Carleton University,Ottawa,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Medium Income,Young Professional (25-34),Medium Difficulty,89.5,20.3,Proactive Monitoring,Strong Job Market
179,39,20786,Part-time,Single,Steinbach,Manitoba,236919.42,3.824,20,240,204335.39,Active,1413.81,2021-06-01,2041-06-01,1.0,Bank of Montreal,University of Waterloo,Waterloo,Ontario,Physics,Bachelor's,Science,3,4.0,40369.84,73.6,53482.04,Central College,College,0,Fair,Low Income,Mid-Career (35-49),High Difficulty,86.25,81.62,Proactive Monitoring,Moderate Job Market
67,26,0,Unemployed,Divorced,Hamilton,Ontario,236875.17,7.813,25,300,215791.24,Active,1798.99,2020-10-01,2045-10-01,1.0,RBC Student Banking,University of British Columbia,Vancouver,British Columbia,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Low Income,Young Professional (25-34),Low Difficulty,91.1,,Proactive Monitoring,Career Support Needed
693,19,0,Unemployed,Common-law,Quebec City,Quebec,235692.49,10.22,15,180,220239.57,Active,2564.58,2023-03-01,2038-03-01,1.0,CIBC,University of Manitoba,Winnipeg,Manitoba,Mathematics,Bachelor's,Science,3,4.0,43771.19,71.3,55946.22,University of British Columbia (UBC),University,0,Good,Low Income,Young Adult (18-24),High Difficulty,93.44,,Proactive Monitoring,Moderate Job Market
763,25,18491,Part-time,Single,Hamilton,Ontario,234819.18,10.007,20,240,206158.57,Active,2267.15,2019-08-01,2039-08-01,1.0,Bank of Montreal,University of Toronto,Toronto,Ontario,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Low Income,Young Professional (25-34),Low Difficulty,87.79,147.13,Proactive Monitoring,Moderate Job Market
817,40,15667,Part-time,Married,Ottawa,Ontario,234405.16,8.804,20,240,193485.42,Active,2079.55,2018-12-01,2038-12-01,1.0,Bank of Nova Scotia,University of Toronto,Toronto,Ontario,Chemistry,Bachelor's,Science,3,4.0,45367.83,71.9,55977.0,University of British Columbia (UBC),University,0,Excellent,Low Income,Mid-Career (35-49),High Difficulty,82.54,159.28,Proactive Monitoring,Moderate Job Market
960,21,43299,Full-time,Common-law,Victoria,British Columbia,233947.23,3.874,15,180,208981.43,Active,1715.74,2023-03-01,2038-03-01,1.0,National Bank of Canada,McMaster University,Hamilton,Ontario,Chemistry,Bachelor's,Science,3,4.0,45367.83,71.9,55977.0,University of British Columbia (UBC),University,0,Excellent,Medium Income,Young Adult (18-24),High Difficulty,89.33,47.55,Proactive Monitoring,Moderate Job Market
54,36,18976,Part-time,Widowed,Brandon,Manitoba,233634.08,9.19,15,180,212489.84,In Forbearance,2396.15,2023-03-01,2038-03-01,1.0,TD Student Line of Credit,University of British Columbia,Vancouver,British Columbia,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Low Income,Mid-Career (35-49),Low Difficulty,90.95,151.53,Proactive Monitoring,Moderate Job Market
282,19,0,Unemployed,Widowed,Lethbridge,Alberta,233561.74,3.679,20,240,193301.31,Active,1376.15,2021-02-01,2041-02-01,1.0,Scotiabank Student Line of Credit,University of Toronto,Toronto,Ontario,Marketing,Bachelor's,Business,1,4.0,30903.79,88.3,45697.04,Western College,College,0,Excellent,Low Income,Young Adult (18-24),Low Difficulty,82.76,,Proactive Monitoring,Strong Job Market
225,36,18341,Part-time,Common-law,Brandon,Manitoba,233357.2,4.553,20,240,203383.69,Active,1483.02,2021-12-01,2041-12-01,1.0,Scotiabank Student Line of Credit,University of Saskatchewan,Saskatoon,Saskatchewan,Master of Education,Master's,Education,2,2.0,34248.09,89.3,63598.44,University of Alberta,University,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,87.16,97.03,Proactive Monitoring,Strong Job Market
256,39,50624,Full-time,Married,Laval,Quebec,231461.45,10.006,15,180,209625.68,Active,2488.15,2023-06-01,2038-06-01,1.0,Bank of Nova Scotia,Ryerson University,Toronto,Ontario,General Studies,Bachelor's,Liberal Arts,1,4.0,22950.56,67.1,36675.12,Northern College,College,0,Excellent,Medium Income,Mid-Career (35-49),Low Difficulty,90.57,58.98,Proactive Monitoring,Career Support Needed
122,18,65208,Full-time,Single,Laval,Quebec,231240.83,4.785,15,180,186868.34,Active,1802.84,2021-12-01,2036-12-01,1.0,Bank of Montreal,Dalhousie University,Halifax,Nova Scotia,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Medium Income,Young Adult (18-24),Medium Difficulty,80.81,33.18,Proactive Monitoring,Strong Job Market
916,33,0,Unemployed,Divorced,Laval,Quebec,230309.32,4.034,15,180,188285.41,Active,1707.5,2021-10-01,2036-10-01,1.0,Royal Bank of Canada,Carleton University,Ottawa,Ontario,Business Administration,Bachelor's,Business,1,4.0,38354.87,91.8,55993.86,Northern College,College,0,Excellent,Low Income,Young Professional (25-34),Low Difficulty,81.75,,Proactive Monitoring,Strong Job Market
170,18,0,Unemployed,Common-law,Montreal,Quebec,229725.7,4.718,25,300,199479.81,Active,1305.48,2020-10-01,2045-10-01,1.0,Scotiabank Student Line of Credit,Ryerson University,Toronto,Ontario,Chemical Engineering,Bachelor's,Engineering,3,4.0,51080.39,90.1,74425.91,Southern College,College,1,Challenging,Low Income,Young Adult (18-24),High Difficulty,86.83,,Proactive Monitoring,Strong Job Market
367,34,0,Unemployed,Widowed,Mississauga,Ontario,228821.01,3.642,15,180,167067.8,Active,1651.8,2020-06-01,2035-06-01,1.0,Bank of Montreal,University of Alberta,Edmonton,Alberta,Marketing,Bachelor's,Business,1,4.0,30903.79,88.3,45697.04,Western College,College,0,Excellent,Low Income,Young Professional (25-34),Low Difficulty,73.01,,Proactive Monitoring,Strong Job Market
511,19,66110,Full-time,Widowed,Quebec City,Quebec,228405.91,5.042,25,300,202945.87,Active,1340.83,2020-06-01,2045-06-01,1.0,Royal Bank of Canada,University of Ottawa,Ottawa,Ontario,HVAC Technology,Certificate,Technical,1,2.0,15476.32,90.0,48398.28,Central Community College,Community College,0,Challenging,Medium Income,Young Adult (18-24),Low Difficulty,88.85,24.34,Proactive Monitoring,Strong Job Market
438,25,60218,Full-time,Single,Brandon,Manitoba,228384.48,11.987,15,180,209961.29,Active,2739.09,2022-06-01,2037-06-01,1.0,Bank of Montreal,University of Waterloo,Waterloo,Ontario,Communications,Bachelor's,Liberal Arts,1,4.0,30347.88,76.6,43539.85,Metropolitan College,College,0,Good,Medium Income,Young Professional (25-34),Low Difficulty,91.93,54.58,Proactive Monitoring,Moderate Job Market
482,43,0,Unemployed,Divorced,Brandon,Manitoba,228235.64,8.097000000000001,15,180,202517.33,Active,2193.94,2023-05-01,2038-05-01,1.0,BMO Student Banking Program,Carleton University,Ottawa,Ontario,Marketing,Bachelor's,Business,1,4.0,30903.79,88.3,45697.04,Western College,College,0,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,88.73,,Proactive Monitoring,Strong Job Market
514,30,0,Unemployed,Common-law,Quebec City,Quebec,227320.52,9.633,25,300,220931.67,Active,2007.15,2023-03-01,2048-03-01,1.0,BMO Student Banking Program,University of Waterloo,Waterloo,Ontario,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Low Income,Young Professional (25-34),Medium Difficulty,97.19,,Proactive Monitoring,Strong Job Market
767,20,50634,Full-time,Common-law,Burnaby,British Columbia,225890.17,6.081,25,300,209664.93,Active,1466.62,2021-07-01,2046-07-01,1.0,TD Student Line of Credit,York University,Toronto,Ontario,Physics,Bachelor's,Science,3,4.0,40369.84,73.6,53482.04,Central College,College,0,Fair,Medium Income,Young Adult (18-24),High Difficulty,92.82,34.76,Proactive Monitoring,Moderate Job Market
660,43,0,Unemployed,Divorced,Montreal,Quebec,223578.45,7.796,20,240,211199.27,Active,1841.81,2022-11-01,2042-11-01,1.0,TD Canada Trust,Queen's University,Kingston,Ontario,Network Administration,Certificate,Technology,2,2.0,23438.0,81.9,51294.44,Western Community College,Community College,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,94.46,,Proactive Monitoring,Moderate Job Market
939,28,18355,Part-time,Single,Ottawa,Ontario,223347.18,4.316,15,180,172878.57,Active,1687.66,2021-06-01,2036-06-01,1.0,Canada Student Loans Program,University of Ottawa,Ottawa,Ontario,Doctor of Pharmacy,Professional,Healthcare,3,4.0,63047.69,96.7,96418.01,Northern Professional School,Professional School,1,Fair,Low Income,Young Professional (25-34),High Difficulty,77.4,110.33,Proactive Monitoring,Strong Job Market
383,31,22218,Part-time,Married,Laval,Quebec,223270.08,11.61,20,240,198683.53,Active,2397.96,2019-05-01,2039-05-01,1.0,BMO Student Banking Program,University of Ottawa,Ottawa,Ontario,Hospitality Management,Bachelor's,Business,1,4.0,28900.91,77.1,45510.5,Central College,College,0,Fair,Low Income,Young Professional (25-34),Low Difficulty,88.99,129.51,Proactive Monitoring,Moderate Job Market
485,43,21478,Part-time,Divorced,Vancouver,British Columbia,222587.45,3.717,25,300,208927.18,Active,1140.4,2023-05-01,2048-05-01,1.0,RBC Student Banking,Simon Fraser University,Burnaby,British Columbia,Medical Assistant,Certificate,Healthcare,1,1.0,13748.25,84.2,37119.97,Central Community College,Community College,1,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,93.86,63.72,Proactive Monitoring,Moderate Job Market
643,19,64489,Full-time,Divorced,Vancouver,British Columbia,222174.48,12.41,15,180,165383.71,Active,2725.35,2018-11-01,2033-11-01,1.0,Provincial Student Aid,McGill University,Montreal,Quebec,Automotive Technology,Certificate,Technical,1,2.0,17732.27,83.7,45175.53,Northern Community College,Community College,0,Fair,Medium Income,Young Adult (18-24),Low Difficulty,74.44,50.71,Proactive Monitoring,Moderate Job Market
453,25,20714,Part-time,Single,Lethbridge,Alberta,222000.49,3.657,15,180,148591.83,Active,1604.21,2019-06-01,2034-06-01,1.0,Bank of Montreal,University of Saskatchewan,Saskatoon,Saskatchewan,Sports Management,Bachelor's,Business,1,4.0,29570.97,75.9,39415.75,McGill University,University,0,Challenging,Low Income,Young Professional (25-34),Low Difficulty,66.93,92.93,Proactive Monitoring,Moderate Job Market
101,31,65218,Full-time,Single,Vancouver,British Columbia,221447.65,7.09,25,300,211332.54,Active,1577.88,2022-06-01,2047-06-01,1.0,Canada Student Loans Program,Carleton University,Ottawa,Ontario,Juris Doctor (Law),Professional,Law,3,3.0,79314.58,78.8,77940.76,Central Professional School,Professional School,1,Challenging,Medium Income,Young Professional (25-34),High Difficulty,95.43,29.03,Proactive Monitoring,Moderate Job Market
925,23,0,Unemployed,Divorced,Surrey,British Columbia,219306.64,5.136,15,180,157591.23,Active,1749.84,2019-11-01,2034-11-01,1.0,TD Student Line of Credit,University of Calgary,Calgary,Alberta,Doctor of Medicine,Professional,Medicine,3,4.0,92400.62,92.2,121546.42,Metropolitan Professional School,Professional School,1,Good,Low Income,Young Adult (18-24),High Difficulty,71.86,,Proactive Monitoring,Strong Job Market
609,36,15995,Part-time,Divorced,Surrey,British Columbia,218641.23,3.585,15,180,147210.03,In Deferment,1572.17,2019-07-01,2034-07-01,1.0,Provincial Student Aid,University of Saskatchewan,Saskatoon,Saskatchewan,Biomedical Engineering,Bachelor's,Engineering,3,4.0,58726.36,82.0,70638.95,Central College,College,1,Fair,Low Income,Mid-Career (35-49),High Difficulty,67.33,117.95,Proactive Monitoring,Moderate Job Market
891,37,0,Unemployed,Common-law,Steinbach,Manitoba,218057.11,2.714,20,240,160495.98,Active,1178.36,2019-12-01,2039-12-01,1.0,National Bank of Canada,Carleton University,Ottawa,Ontario,Doctor of Pharmacy,Professional,Healthcare,3,4.0,63047.69,96.7,96418.01,Northern Professional School,Professional School,1,Fair,Low Income,Mid-Career (35-49),High Difficulty,73.6,,Proactive Monitoring,Strong Job Market
529,24,21031,Part-time,Widowed,Lethbridge,Alberta,217066.71,4.702999999999999,25,300,196990.98,Active,1231.67,2021-10-01,2046-10-01,1.0,RBC Student Banking,NAIT,Edmonton,Alberta,Human Resources,Bachelor's,Business,1,4.0,30878.48,78.0,53563.19,University of Toronto,University,0,Good,Low Income,Young Adult (18-24),Low Difficulty,90.75,70.28,Proactive Monitoring,Moderate Job Market
671,21,66636,Full-time,Married,Steinbach,Manitoba,216475.74,4.571,20,240,183375.32,Active,1377.84,2021-10-01,2041-10-01,1.0,TD Student Line of Credit,York University,Toronto,Ontario,Sports Management,Bachelor's,Business,1,4.0,29570.97,75.9,39415.75,McGill University,University,0,Challenging,Medium Income,Young Adult (18-24),Low Difficulty,84.71,24.81,Proactive Monitoring,Moderate Job Market
666,19,15704,Part-time,Common-law,Victoria,British Columbia,216438.13,4.29,25,300,192444.13,Active,1177.38,2020-10-01,2045-10-01,1.0,CIBC,University of Manitoba,Winnipeg,Manitoba,Hospitality Management,Bachelor's,Business,1,4.0,28900.91,77.1,45510.5,Central College,College,0,Fair,Low Income,Young Adult (18-24),Low Difficulty,88.91,89.97,Proactive Monitoring,Moderate Job Market
556,25,0,Unemployed,Widowed,Victoria,British Columbia,213933.77,4.031,15,180,177865.16,Active,1585.77,2023-01-01,2038-01-01,1.0,Canada Student Loans Program,University of Calgary,Calgary,Alberta,Communications,Bachelor's,Liberal Arts,1,4.0,30347.88,76.6,43539.85,Metropolitan College,College,0,Good,Low Income,Young Professional (25-34),Low Difficulty,83.14,,Proactive Monitoring,Moderate Job Market
630,26,0,Unemployed,Single,Brandon,Manitoba,211670.31,10.878,15,180,182052.46,Active,2389.65,2021-08-01,2036-08-01,1.0,Canada Student Loans Program,Queen's University,Kingston,Ontario,Nursing,Bachelor's,Healthcare,2,4.0,39406.16,91.0,68856.86,University of Alberta,University,1,Excellent,Low Income,Young Professional (25-34),Medium Difficulty,86.01,,Proactive Monitoring,Strong Job Market
996,24,18069,Part-time,Married,London,Ontario,211524.35,5.433,20,240,187756.36,Active,1447.06,2021-08-01,2041-08-01,1.0,RBC Student Banking,McGill University,Montreal,Quebec,Electrical Engineering,Bachelor's,Engineering,3,4.0,48662.77,84.2,69985.16,Western College,College,1,Fair,Low Income,Young Adult (18-24),High Difficulty,88.76,96.1,Proactive Monitoring,Moderate Job Market
405,25,52277,Full-time,Divorced,Calgary,Alberta,210445.14,11.372,25,300,197610.06,Active,2119.44,2019-05-01,2044-05-01,1.0,Bank of Montreal,Ryerson University,Toronto,Ontario,Chemical Engineering,Bachelor's,Engineering,3,4.0,51080.39,90.1,74425.91,Southern College,College,1,Challenging,Medium Income,Young Professional (25-34),High Difficulty,93.9,48.65,Proactive Monitoring,Strong Job Market
713,18,0,Unemployed,Common-law,Quebec City,Quebec,209536.54,3.743,15,180,138380.29,Active,1523.07,2020-04-01,2035-04-01,1.0,CIBC,University of Ottawa,Ottawa,Ontario,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,66.04,,Proactive Monitoring,Strong Job Market
884,25,20607,Part-time,Widowed,London,Ontario,208811.82,9.301,15,180,180028.99,Active,2155.46,2022-01-01,2037-01-01,1.0,BMO Student Banking Program,Concordia University,Montreal,Quebec,Master of Science in Engineering,Master's,Engineering,3,2.0,55848.0,87.5,82316.7,University of British Columbia (UBC),University,1,Fair,Low Income,Young Professional (25-34),High Difficulty,86.22,125.52,Proactive Monitoring,Strong Job Market
285,30,18485,Part-time,Divorced,Edmonton,Alberta,208602.6,3.96,25,300,187891.8,Active,1096.48,2022-05-01,2047-05-01,1.0,Canada Student Loans Program,Memorial University,St. John's,Newfoundland,HVAC Technology,Certificate,Technical,1,2.0,15476.32,90.0,48398.28,Central Community College,Community College,0,Challenging,Low Income,Young Professional (25-34),Low Difficulty,90.07,71.18,Proactive Monitoring,Strong Job Market
159,24,24286,Part-time,Divorced,Quebec City,Quebec,208121.36,6.749,25,300,184874.64,Active,1437.8,2019-06-01,2044-06-01,1.0,Provincial Student Aid,University of Calgary,Calgary,Alberta,Chemistry,Bachelor's,Science,3,4.0,45367.83,71.9,55977.0,University of British Columbia (UBC),University,0,Excellent,Low Income,Young Adult (18-24),High Difficulty,88.83,71.04,Proactive Monitoring,Moderate Job Market
401,42,23997,Part-time,Married,Lethbridge,Alberta,207530.9,5.495,15,180,142100.76,Active,1695.15,2020-03-01,2035-03-01,1.0,Provincial Student Aid,York University,Toronto,Ontario,Medical Assistant,Certificate,Healthcare,1,1.0,13748.25,84.2,37119.97,Central Community College,Community College,1,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,68.47,84.77,Proactive Monitoring,Moderate Job Market
21,25,22040,Part-time,Single,Edmonton,Alberta,206742.95,4.834,25,300,181736.94,Active,1188.69,2020-08-01,2045-08-01,1.0,RBC Student Banking,University of Victoria,Victoria,British Columbia,HVAC Technology,Certificate,Technical,1,2.0,15476.32,90.0,48398.28,Central Community College,Community College,0,Challenging,Low Income,Young Professional (25-34),Low Difficulty,87.9,64.72,Proactive Monitoring,Strong Job Market
681,36,42136,Full-time,Divorced,Montreal,Quebec,206193.08,3.706,25,300,175103.93,Active,1055.17,2020-09-01,2045-09-01,1.0,Provincial Student Aid,Queen's University,Kingston,Ontario,Chemistry,Bachelor's,Science,3,4.0,45367.83,71.9,55977.0,University of British Columbia (UBC),University,0,Excellent,Medium Income,Mid-Career (35-49),High Difficulty,84.92,30.05,Proactive Monitoring,Moderate Job Market
603,37,72409,Full-time,Married,Mississauga,Ontario,204535.52,6.656,20,240,189266.47,Active,1543.8,2023-06-01,2043-06-01,1.0,Provincial Student Aid,York University,Toronto,Ontario,Juris Doctor (Law),Professional,Law,3,3.0,79314.58,78.8,77940.76,Central Professional School,Professional School,1,Challenging,High Income,Mid-Career (35-49),High Difficulty,92.53,25.58,Proactive Monitoring,Moderate Job Market
808,32,47823,Full-time,Single,Vancouver,British Columbia,204196.21,4.276,25,300,185160.57,Active,1109.18,2021-12-01,2046-12-01,1.0,BMO Student Banking Program,University of Waterloo,Waterloo,Ontario,HVAC Technology,Certificate,Technical,1,2.0,15476.32,90.0,48398.28,Central Community College,Community College,0,Challenging,Medium Income,Young Professional (25-34),Low Difficulty,90.68,27.83,Proactive Monitoring,Strong Job Market
112,38,0,Unemployed,Married,Edmonton,Alberta,204176.01,5.212,25,300,188110.22,Active,1218.95,2022-02-01,2047-02-01,1.0,Provincial Student Aid,Concordia University,Montreal,Quebec,Business Administration,Bachelor's,Business,1,4.0,38354.87,91.8,55993.86,Northern College,College,0,Excellent,Low Income,Mid-Career (35-49),Low Difficulty,92.13,,Proactive Monitoring,Strong Job Market
622,21,19024,Part-time,Widowed,London,Ontario,203289.75,7.193,20,240,186598.12,Active,1599.74,2022-01-01,2042-01-01,1.0,CIBC,Memorial University,St. John's,Newfoundland,Computer Science,Bachelor's,Technology,2,4.0,46476.55,91.9,73443.75,University of Waterloo,University,0,Fair,Low Income,Young Adult (18-24),Medium Difficulty,91.79,100.91,Proactive Monitoring,Strong Job Market
926,38,18648,Part-time,Common-law,Burnaby,British Columbia,201889.64,3.979,25,300,165359.51,Active,1063.31,2019-08-01,2044-08-01,1.0,Royal Bank of Canada,University of Waterloo,Waterloo,Ontario,Psychology,Bachelor's,Social Sciences,2,4.0,35551.65,79.2,44490.17,Northern College,College,0,Fair,Low Income,Mid-Career (35-49),Medium Difficulty,81.91,68.42,Proactive Monitoring,Moderate Job Market
985,32,16877,Part-time,Common-law,Winnipeg,Manitoba,201340.9,7.392,15,180,166353.55,Active,1854.12,2022-03-01,2037-03-01,1.0,RBC Student Banking,NAIT,Edmonton,Alberta,Social Work,Bachelor's,Social Sciences,2,4.0,28992.11,80.1,47083.61,Metropolitan College,College,0,Excellent,Low Income,Young Professional (25-34),Medium Difficulty,82.62,131.83,Proactive Monitoring,Moderate Job Market
591,44,21125,Part-time,Widowed,Toronto,Ontario,198698.24,7.481,25,300,188122.1,Active,1465.91,2022-05-01,2047-05-01,1.0,Bank of Nova Scotia,NAIT,Edmonton,Alberta,Master of Business Administration,Master's,Business,2,2.0,60584.46,93.5,91921.43,Eastern Professional School,Professional School,0,Challenging,Low Income,Mid-Career (35-49),Medium Difficulty,94.68,83.27,Proactive Monitoring,Strong Job Market
962,20,0,Unemployed,Widowed,Burnaby,British Columbia,193130.84,4.278,25,300,178063.99,Active,1049.29,2022-01-01,2047-01-01,1.0,Bank of Montreal,University of Calgary,Calgary,Alberta,Nursing,Bachelor's,Healthcare,2,4.0,39406.16,91.0,68856.86,University of Alberta,University,1,Excellent,Low Income,Young Adult (18-24),Medium Difficulty,92.2,,Proactive Monitoring,Strong Job Market
372,29,19526,Part-time,Divorced,Surrey,British Columbia,192183.44,4.989,15,180,153160.38,In Deferment,1518.67,2021-03-01,2036-03-01,1.0,Bank of Nova Scotia,Dalhousie University,Halifax,Nova Scotia,Master of Social Work,Master's,Social Sciences,2,2.0,43258.74,90.1,59912.03,Eastern Professional School,Professional School,0,Good,Low Income,Young Professional (25-34),Medium Difficulty,79.69,93.33,Proactive Monitoring,Strong Job Market
290,23,0,Unemployed,Married,Calgary,Alberta,190870.8,9.091,20,240,184466.65,Active,1728.5,2023-07-01,2043-07-01,1.0,Bank of Montreal,Dalhousie University,Halifax,Nova Scotia,Juris Doctor (Law),Professional,Law,3,3.0,79314.58,78.8,77940.76,Central Professional School,Professional School,1,Challenging,Low Income,Young Adult (18-24),High Difficulty,96.64,,Proactive Monitoring,Moderate Job Market
277,27,0,Unemployed,Divorced,Calgary,Alberta,189872.0,3.442,25,300,168858.38,Active,944.65,2022-03-01,2047-03-01,1.0,CIBC,Simon Fraser University,Burnaby,British Columbia,Psychology,Bachelor's,Social Sciences,2,4.0,35551.65,79.2,44490.17,Northern College,College,0,Fair,Low Income,Young Professional (25-34),Medium Difficulty,88.93,,Proactive Monitoring,Moderate Job Market
